,NO,Gender,Bornyear,Race,Player,Sportyear,Bestpride,Income,PrantEdu,PersonalEdu,WantJob,SS01,SS02,SS03,SS04,SS05,SS06,SS07,SS08,SS09,SS10,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,CB01,CB02,CB03,CB04,CB05,CB06,CB07,CB08,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10,SST1,SST1M
1150,20420,male,78,1.0,1,13.0,1,2,2,3,1,3,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,2,2,3,3,4,4,4,4,4,4,4,4,3,4,4,3,3,16,4.0
1151,20421,female,78,1.0,0,10.0,3,1,3,2,1,4,4,4,4,5,5,4,4,4,4,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16,4.0
1152,20422,female,77,1.0,0,12.0,2,3,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,5,4,5,4,5,5,5,5,5,4,5,3,4,5,4,16,4.0
1153,20423,female,75,1.0,1,10.0,1,2,2,2,1,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,15,3.75
1154,20424,female,77,1.0,0,17.0,3,3,3,3,1,3,4,5,4,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,16,4.0
1155,20425,female,77,1.0,0,14.0,2,2,3,2,1,1,4,5,3,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,4,4,5,4,5,5,5,5,5,5,5,4,5,4,5,3,4,4,13,3.25
1156,20426,male,78,1.0,0,10.0,3,2,3,3,1,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,5,4,5,5,3,5,4,4,5,5,4,5,4,4,5,4,19,4.75
1157,20427,female,78,1.0,0,16.0,3,3,6,4,1,2,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,2,4,2,2,4,4,4,3,4,4,4,4,5,5,4,4,4,3,4,4,4,4,14,3.5
1158,20428,female,78,1.0,0,13.0,2,2,3,3,1,2,4,5,5,4,5,5,5,4,4,4,4,5,5,5,5,1,4,1,1,3,5,5,4,5,5,4,5,4,4,4,4,4,4,4,5,4,5,16,4.0
1159,20429,male,77,1.0,0,10.0,2,2,5,3,1,2,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,3,4,4,3,4,15,3.75
1160,20430,male,78,1.0,0,6.0,2,2,5,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,16,4.0
1161,20431,male,76,1.0,0,0.0,2,2,4,3,0,5,3,3,4,3,3,3,3,4,4,4,3,3,4,5,4,4,4,3,4,3,4,3,3,4,4,3,4,4,4,3,3,3,3,4,4,4,4,15,3.75
1162,20432,male,78,3.0,0,10.0,2,2,4,3,1,5,5,5,5,4,4,4,3,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,20,5.0
1163,20433,male,78,1.0,1,5.0,1,3,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1164,20434,male,78,2.0,1,11.0,1,3,3,2,0,4,5,5,5,4,4,5,5,5,5,5,5,3,4,4,5,5,5,4,3,5,5,5,3,5,5,5,5,4,5,4,4,5,5,4,4,4,5,19,4.75
1165,20435,female,77,1.0,0,6.0,2,1,4,3,1,2,3,3,2,4,4,5,4,4,4,4,5,5,4,5,4,4,4,3,4,4,4,4,4,5,5,3,4,4,4,4,4,4,4,3,4,3,4,10,2.5
1166,20436,female,78,1.0,0,10.0,2,2,3,2,0,4,4,4,4,5,5,5,5,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,4,4,5,5,4,4,4,5,4,5,4,5,4,4,16,4.0
1167,20437,female,78,1.0,0,13.0,2,2,4,4,1,2,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,5,4,4,17,4.25
1168,20438,female,78,2.0,0,0.0,3,2,4,2,1,4,3,3,2,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,12,3.0
1169,20439,female,78,1.0,0,8.0,2,3,2,4,1,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,5,5,5,5,4,4,4,4,4,5,4,4,4,4,15,3.75
1170,20440,male,77,1.0,0,2.0,2,3,4,2,1,4,5,5,3,5,5,5,5,5,5,5,5,3,4,5,4,4,5,3,3,5,5,5,4,4,5,4,5,4,5,4,4,4,4,4,4,4,4,17,4.25
1171,20441,male,77,1.0,0,5.0,3,2,3,2,0,2,4,4,3,4,3,3,2,4,3,4,4,3,3,4,3,3,4,3,3,4,5,5,3,4,5,3,3,4,4,3,4,3,4,3,4,4,2,13,3.25
1172,20442,male,76,1.0,0,7.0,1,1,1,2,1,1,3,3,4,4,4,4,4,2,2,3,4,4,4,4,3,4,4,1,1,2,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,11,2.75
1173,20443,male,78,1.0,0,5.0,3,2,2,4,1,2,4,3,2,4,4,4,4,4,3,4,4,4,5,5,5,4,2,4,5,2,2,2,3,4,4,3,5,4,5,5,5,4,2,2,2,3,2,11,2.75
1174,20444,male,77,1.0,0,9.0,2,3,2,2,0,1,5,5,4,5,5,5,5,3,3,4,5,1,2,2,5,1,5,2,2,3,5,1,5,5,5,1,5,4,1,5,5,3,1,3,3,4,4,15,3.75
1175,20445,male,78,1.0,0,8.0,3,3,4,2,0,2,4,4,4,4,4,4,4,5,4,4,5,2,3,4,4,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,14,3.5
1176,20446,male,76,2.0,0,7.0,2,1,4,3,1,2,4,4,3,4,4,4,4,4,4,4,4,2,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,13,3.25
1177,20447,male,78,1.0,0,5.0,2,2,5,3,1,2,5,4,4,3,4,4,4,4,5,5,4,5,2,2,4,2,4,4,4,4,5,4,4,5,5,4,4,4,4,5,5,4,4,4,5,4,3,15,3.75
1178,20448,male,78,2.0,0,10.0,3,2,6,2,1,2,3,3,2,4,4,5,4,3,3,3,4,4,2,2,4,3,4,2,2,3,3,2,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,10,2.5
1179,20449,female,78,,0,13.0,1,1,4,2,0,2,2,4,2,4,4,4,2,4,2,2,4,4,4,4,4,2,5,2,2,3,4,2,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,10,2.5
1180,20450,male,76,3.0,0,12.0,2,1,1,3,1,3,4,4,3,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,14,3.5
1181,20451,female,77,1.0,0,10.0,2,2,1,2,0,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,4,4,4,2,2,3,2,2,3,2,2,15,3.75
1182,20452,male,77,1.0,0,12.0,2,2,5,2,1,4,5,5,4,4,4,4,4,5,4,4,4,3,3,3,4,4,4,4,4,3,3,4,4,3,4,3,5,3,3,3,3,3,4,4,3,4,3,18,4.5
1183,20453,female,78,1.0,0,12.0,2,2,5,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,16,4.0
1184,20454,female,77,1.0,0,15.0,2,2,5,2,1,3,5,5,5,5,5,5,4,5,5,5,5,4,3,4,4,3,4,2,2,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,18,4.5
1185,20455,male,81,2.0,0,8.0,2,2,3,3,1,3,4,4,4,4,4,3,2,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,15,3.75
1186,20456,female,81,2.0,1,8.0,1,1,5,3,1,5,5,5,5,3,3,3,3,5,5,5,5,4,3,3,4,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,5.0
1187,20457,female,79,2.0,1,12.0,1,1,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,3,4,4,5,4,4,5,5,4,4,4,5,4,4,4,4,4,5,16,4.0
1188,20458,male,79,1.0,1,10.0,1,1,4,4,1,1,5,5,4,3,3,3,3,5,3,3,3,3,3,4,3,2,3,3,3,3,2,2,3,4,4,3,5,3,4,3,3,3,2,2,2,2,2,15,3.75
1189,20459,male,80,1.0,0,12.0,2,2,3,3,1,4,5,4,4,5,5,5,5,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,3,4,5,4,5,4,4,3,3,3,4,4,4,4,3,17,4.25
1190,20460,male,77,1.0,1,13.0,1,2,3,4,1,2,4,2,2,4,4,4,4,3,3,3,3,2,2,4,4,2,4,2,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,10,2.5
1191,20461,male,79,1.0,1,11.0,1,1,2,3,1,4,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,3,4,3,3,3,3,3,3,4,5,1,3,4,4,4,4,3,3,3,3,3,3,19,4.75
1192,20462,female,78,2.0,0,10.0,2,2,3,2,1,4,4,5,5,5,5,5,5,4,4,3,3,3,4,4,4,3,3,4,5,4,4,3,4,4,5,5,5,4,4,5,5,5,3,4,4,3,4,18,4.5
1193,20463,male,81,1.0,1,13.0,1,1,3,3,1,4,4,5,5,5,5,5,5,5,5,5,5,4,5,3,3,5,5,4,4,4,4,3,3,4,5,5,4,5,3,4,4,4,4,4,3,3,3,18,4.5
1194,20464,female,80,3.0,0,9.0,1,2,4,4,0,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,2,3,4,3,4,4,5,5,5,4,5,3,5,5,5,4,5,5,5,5,5,5,5,15,3.75
1195,20465,female,80,,0,11.0,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,16,4.0
1196,20466,female,81,1.0,0,12.0,3,2,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,20,5.0
1197,20467,male,79,1.0,0,0.0,2,2,3,2,0,2,4,4,2,4,4,4,2,4,4,4,2,4,4,4,4,4,4,2,2,2,1,2,2,4,4,4,5,4,4,2,2,2,3,3,4,4,2,12,3.0
1198,20468,male,78,1.0,0,14.0,2,2,3,2,0,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,16,4.0
1199,20469,female,79,1.0,0,10.0,2,1,4,3,1,3,5,5,4,4,4,4,4,5,5,5,5,4,4,4,4,3,4,3,4,2,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,17,4.25
1200,20470,male,78,1.0,0,11.0,2,1,2,2,1,1,4,4,2,4,4,4,3,4,3,4,2,4,4,4,4,1,2,3,3,2,2,2,3,4,4,4,5,5,5,3,3,4,3,3,2,2,2,11,2.75
1201,20471,male,79,1.0,1,8.0,1,1,4,2,1,4,5,5,3,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,3,4,4,4,3,4,5,5,5,3,3,3,3,3,3,17,4.25
1202,20472,male,79,2.0,1,6.0,1,2,5,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,5.0
1203,20473,female,76,1.0,1,14.0,1,2,3,2,0,1,3,5,4,5,5,5,5,3,3,3,3,4,4,4,4,3,5,3,3,4,4,4,3,3,4,3,4,4,4,3,3,3,3,4,4,4,4,13,3.25
1204,20474,female,79,,0,15.0,2,2,3,2,1,4,4,4,4,4,5,4,3,2,4,1,3,4,3,4,4,4,4,4,4,2,3,2,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,16,4.0
1205,20475,female,79,1.0,0,11.0,3,1,4,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,3,4,3,3,16,4.0
1206,20476,male,77,1.0,0,14.0,1,3,5,4,1,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,3,4,3,2,4,4,2,2,4,4,3,3,2,2,3,4,3,2,17,4.25
1207,20477,female,78,1.0,1,10.0,1,1,4,2,1,2,3,4,4,4,4,4,4,5,5,5,5,2,4,3,3,3,4,1,2,3,2,3,4,4,3,3,4,3,4,4,4,3,4,3,4,4,4,13,3.25
1208,20478,female,78,1.0,1,13.0,1,1,4,2,1,4,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,3,4,4,4,3,3,3,3,4,4,4,4,15,3.75
1209,20479,male,79,1.0,1,15.0,1,1,2,3,1,3,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,15,3.75
1210,20480,male,78,1.0,0,10.0,2,2,3,3,1,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,3,3,4,3,3,15,3.75
1211,20481,male,77,1.0,1,10.0,1,3,5,4,1,4,4,4,5,5,5,5,5,4,5,5,5,5,4,4,4,2,2,2,2,5,5,5,4,5,5,4,5,5,5,5,4,4,4,4,4,4,4,17,4.25
1212,20482,female,77,1.0,0,12.0,2,1,1,3,1,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,4,4,4,15,3.75
1213,20483,female,78,1.0,1,13.0,1,2,2,2,1,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1214,20484,male,78,1.0,0,12.0,3,1,3,4,1,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,5,5,4,4,5,5,5,5,5,4,4,4,4,2,4,4,4,4,17,4.25
1215,20485,male,77,1.0,1,14.0,1,2,3,2,1,4,4,4,4,4,4,4,4,4,3,4,4,3,2,2,2,2,4,2,2,3,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,16,4.0
1216,20486,male,78,1.0,0,10.0,2,3,6,4,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,20,5.0
1217,20487,female,78,2.0,0,11.0,1,2,2,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,3.75
1218,20488,female,78,1.0,0,10.0,2,1,3,3,1,3,4,4,4,5,5,5,3,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,15,3.75
1219,20489,female,77,1.0,0,4.0,3,1,2,4,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,3.0
1220,20490,female,77,1.0,0,5.0,2,2,4,2,1,4,4,4,4,4,5,4,5,4,5,4,4,4,4,5,4,4,4,5,4,4,3,4,4,4,4,3,4,3,3,2,4,3,3,3,4,3,3,16,4.0
1221,20491,male,78,,0,15.0,2,2,5,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1222,20492,male,78,1.0,0,7.0,3,2,5,3,0,2,5,5,4,3,3,3,3,5,5,4,5,3,3,3,3,3,3,3,3,4,4,4,4,4,5,2,4,5,5,5,5,5,4,2,5,2,4,16,4.0
1223,20493,male,77,1.0,0,1.0,3,1,2,4,1,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,14,3.5
1224,20494,female,77,2.0,1,14.0,2,3,2,2,1,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1225,20495,female,77,1.0,0,10.0,2,1,4,2,1,2,2,2,2,5,4,4,3,4,4,4,5,4,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,5,5,4,4,4,4,4,3,3,3,8,2.0
1226,20496,male,77,1.0,0,5.0,2,3,2,3,1,3,3,3,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,11,2.75
1227,20497,male,77,1.0,0,16.0,2,2,4,4,1,4,5,5,4,4,4,4,4,5,5,5,5,4,4,5,5,3,3,4,4,4,4,4,5,5,5,4,4,5,4,4,5,5,4,5,5,4,5,18,4.5
1228,20498,male,78,1.0,0,9.0,2,3,6,4,1,3,4,3,2,3,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,5,4,4,4,4,4,4,4,4,4,4,12,3.0
1229,20499,male,75,1.0,0,8.0,1,3,3,2,1,2,2,3,2,4,4,4,4,4,5,5,4,3,3,4,4,2,3,4,4,3,4,4,4,4,4,4,5,4,3,4,4,4,4,3,3,4,3,9,2.25
1230,20500,female,78,1.0,1,12.0,1,1,2,2,1,3,5,4,3,4,4,3,4,5,5,4,4,3,3,3,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,15,3.75
1231,20501,female,78,2.0,1,7.0,1,2,3,3,1,3,4,4,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,14,3.5
1232,20502,female,78,1.0,0,4.0,3,3,5,3,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,3,4,5,4,5,5,5,5,5,5,5,5,13,3.25
1233,20503,female,77,1.0,0,14.0,2,3,3,3,1,4,5,5,4,4,4,3,3,5,5,5,5,3,3,4,4,3,3,3,3,4,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,4,5,18,4.5
1234,20504,female,78,1.0,0,10.0,1,3,5,4,1,4,4,5,5,4,4,4,3,4,4,3,3,2,2,4,3,2,4,2,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,3,4,4,4,18,4.5
1235,20505,male,78,1.0,0,7.0,3,3,2,3,1,2,5,5,5,5,5,5,2,5,5,5,5,4,4,5,5,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,17,4.25
1236,20506,male,77,1.0,0,7.0,2,2,99,3,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,17,4.25
1237,20507,male,78,1.0,0,12.0,3,2,5,4,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,16,4.0
1238,20508,male,77,1.0,0,12.0,2,2,2,2,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18,4.5
1239,20509,male,77,1.0,0,6.0,3,1,3,2,0,3,5,5,5,4,4,4,4,5,5,5,5,3,3,5,5,3,5,4,4,4,2,4,4,4,4,2,4,4,4,5,5,4,3,2,3,2,5,18,4.5
1240,20510,male,78,2.0,0,5.0,2,2,4,2,0,4,4,3,4,3,5,5,3,3,4,3,4,4,3,4,3,4,3,4,3,4,5,4,3,4,3,4,4,3,4,3,4,3,4,4,4,4,3,15,3.75
1241,20511,male,78,1.0,0,12.0,2,2,3,3,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,3.5
1242,20512,male,78,1.0,0,13.0,1,1,3,3,1,4,4,4,5,4,5,5,4,5,5,5,5,2,2,3,1,1,1,1,1,3,2,1,2,3,4,4,5,5,5,5,3,5,2,2,4,4,1,17,4.25
1243,20513,male,78,1.0,0,9.0,2,1,3,3,1,3,3,3,3,4,4,4,4,5,5,5,5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,3,3,4,3,3,3,12,3.0
1244,20514,male,78,1.0,0,10.0,2,1,2,4,1,3,4,4,4,3,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,4,4,5,15,3.75
1245,20515,male,77,1.0,0,7.0,1,2,2,2,1,3,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,4.25
1246,20516,male,77,1.0,0,11.0,1,1,1,3,1,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,13,3.25
1247,20517,male,78,1.0,0,0.5,3,3,5,2,0,4,4,4,3,3,4,3,4,4,3,4,4,4,3,4,3,4,4,3,4,4,3,4,4,3,3,3,3,4,3,4,4,4,4,4,3,2,4,15,3.75
1248,20518,female,79,1.0,0,6.0,2,1,2,2,1,3,3,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,3,4,4,4,4,4,3,3,3,3,4,13,3.25
1249,20519,male,78,1.0,0,12.0,1,3,5,3,1,3,5,5,5,5,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,18,4.5
1250,20520,male,77,1.0,0,2.0,3,2,3,2,0,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16,4.0
1251,20521,male,78,1.0,0,6.0,3,1,3,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,20,5.0
1252,20522,male,77,1.0,0,4.0,2,1,2,2,0,4,4,5,3,4,5,4,5,4,4,4,5,4,3,4,4,2,2,2,2,4,4,4,2,4,4,1,4,4,4,4,5,5,4,4,4,4,4,16,4.0
1253,20523,male,76,1.0,0,0.0,3,2,3,3,0,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,5,5,5,4,4,5,5,4,4,5,5,5,5,5,4,16,4.0
1254,20524,male,77,1.0,0,9.0,2,2,3,3,0,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,3,3,14,3.5
1255,20525,female,77,1.0,0,6.0,2,2,2,3,1,4,3,3,3,4,4,4,4,4,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,13,3.25
1256,20526,female,78,1.0,0,8.0,2,1,3,2,0,3,4,3,3,4,4,4,4,5,4,4,4,4,4,5,5,3,3,3,3,4,4,4,4,4,5,2,3,5,5,4,5,4,3,2,3,2,3,13,3.25
1257,20527,female,78,2.0,1,12.0,1,1,3,3,1,3,5,5,3,5,5,5,5,5,5,3,5,3,5,5,3,3,5,3,3,4,4,4,4,5,5,5,5,4,4,3,5,4,4,4,4,5,5,16,4.0
1258,20528,male,77,2.0,0,8.0,2,2,2,3,1,3,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,3,4,4,4,18,4.5
1259,20529,female,78,1.0,0,10.0,2,1,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,5,4,4,4,4,4,5,5,5,5,5,16,4.0
1260,20530,male,78,1.0,1,12.0,1,1,4,4,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,17,4.25
1261,20531,female,77,2.0,0,10.0,3,2,3,2,0,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,15,3.75
1262,20532,female,77,1.0,0,11.0,1,1,2,2,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,12,3.0
1263,20533,male,78,1.0,0,10.0,1,1,4,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1264,20534,male,77,1.0,0,9.0,2,2,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,2,16,4.0
1265,20535,male,77,1.0,0,7.0,1,1,1,2,0,4,4,4,3,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,15,3.75
1266,20536,female,78,1.0,0,12.0,2,2,3,2,0,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,17,4.25
1267,20537,female,78,1.0,0,9.0,2,2,1,2,0,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,5,3,3,4,4,4,4,3,3,4,4,4,4,3,4,4,3,4,4,16,4.0
1268,20538,female,77,2.0,0,10.0,2,2,5,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,2,4,4,16,4.0
1269,20539,female,78,1.0,0,6.0,2,2,2,2,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,3.75
1270,20540,male,76,1.0,1,10.0,1,1,3,2,1,4,4,4,4,3,4,4,4,4,4,5,5,5,4,5,4,4,4,4,4,3,3,3,4,3,3,4,4,3,4,3,4,3,3,3,4,3,4,16,4.0
1271,20541,male,81,1.0,0,6.0,1,1,3,3,1,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14,3.5
1272,20542,male,79,,0,7.0,1,2,4,3,1,4,4,5,4,3,3,3,3,4,4,5,4,4,3,5,5,2,2,3,3,4,4,4,4,5,4,5,5,4,4,4,4,4,3,3,4,3,4,17,4.25
